cluster,100,5,0.05,591,1,-2.0,100,0.0,0.07879185676574707,100,0.0,0.03490471839904785
cluster,100,5,0.05,591,1,-1.5,100,0.0,0.0698387622833252,100,0.0,0.09671640396118164
cluster,100,5,0.05,591,1,-1.0,100,0.0,0.0529026985168457,100,0.0,0.0793006420135498
cluster,100,5,0.05,591,1,-0.5,100,0.0,0.051862239837646484,100,0.0,0.0701608657836914
cluster,100,5,0.05,591,1,0,98,0.0,0.04388070106506348,98,0.0,0.07679462432861328
cluster,100,5,0.05,591,1,0.5,97,0.0,0.044747114181518555,97,0.0,0.07582640647888184
cluster,100,5,0.05,591,1,1.0,100,0.0,0.031914472579956055,100,0.0,0.03490614891052246
cluster,100,5,0.05,591,1,1.5,100,0.0,0.025930166244506836,100,0.0,0.048868656158447266
cluster,100,5,0.05,591,1,2,100,0.0,0.02393484115600586,100,0.0,0.04886984825134277
cluster,100,5,0.05,591,2,-2.0,92,0.0,0.6183454990386963,92,0.0,0.3640267848968506
cluster,100,5,0.05,591,2,-1.5,95,0.0,0.06541752815246582,95,0.0,0.13461685180664062
cluster,100,5,0.05,591,2,-1.0,90,0.0,0.14960098266601562,90,0.0,0.24434542655944824
cluster,100,5,0.05,591,2,-0.5,90,0.0,0.13863015174865723,90,0.0,0.2403562068939209
cluster,100,5,0.05,591,2,0,91,0.0,0.10073113441467285,91,0.0,0.19447994232177734
cluster,100,5,0.05,591,2,0.5,89,0.0,0.1027531623840332,89,0.0,0.21340584754943848
cluster,100,5,0.05,591,2,1.0,90,0.0,0.08151626586914062,90,0.0,0.15957260131835938
cluster,100,5,0.05,591,2,1.5,89,0.0,0.04288601875305176,89,0.0,0.11170005798339844
cluster,100,5,0.05,591,2,2,95,0.0,0.1538701057434082,95,0.0,0.031914710998535156
cluster,100,5,0.05,591,3,-2.0,86,0.0,0.5584995746612549,86,0.0,0.530580997467041
cluster,100,5,0.05,591,3,-1.5,89,0.0,0.16156792640686035,89,0.0,0.4418187141418457
cluster,100,5,0.05,591,3,-1.0,89,0.0,0.28922533988952637,89,0.0,0.36003804206848145
cluster,100,5,0.05,591,3,-0.5,91,0.0,0.10671567916870117,91,0.0,0.23537015914916992
cluster,100,5,0.05,591,3,0,93,0.0,0.08178043365478516,93,0.0,0.17353558540344238
cluster,100,5,0.05,591,3,0.5,94,0.0,0.10272455215454102,94,0.0,0.15059733390808105
cluster,100,5,0.05,591,3,1.0,96,0.0,0.08377599716186523,96,0.0,0.14299845695495605
cluster,100,5,0.05,591,3,1.5,100,0.0,0.015616655349731445,100,0.0,0.08978724479675293
cluster,100,5,0.05,591,3,2,95,0.0,0.0449066162109375,95,0.0,0.12305235862731934
cluster,100,5,0.05,591,4,-2.0,81,0.0,0.47573304176330566,81,0.0,0.5654821395874023
cluster,100,5,0.05,591,4,-1.5,84,0.0,0.18103313446044922,84,0.0,0.4198765754699707
cluster,100,5,0.05,591,4,-1.0,82,0.0,0.5724697113037109,82,0.0,0.3462955951690674
cluster,100,5,0.05,591,4,-0.5,84,0.0,0.19232583045959473,84,0.0,0.41605114936828613
cluster,100,5,0.05,591,4,0,83,0.0,0.49041247367858887,83,0.0,0.48171186447143555
cluster,100,5,0.05,591,4,0.5,89,0.0,0.07081031799316406,89,0.0,0.2852783203125
cluster,100,5,0.05,591,4,1.0,87,0.0,0.09542584419250488,87,0.0,0.3101799488067627
cluster,100,5,0.05,591,4,1.5,95,0.0,0.056847333908081055,95,0.0,0.17054414749145508
cluster,100,5,0.05,591,4,2,94,0.0,0.05077052116394043,94,0.0,0.17921233177185059
cluster,100,5,0.05,591,5,-2.0,78,0.0,0.4507937431335449,78,0.0,0.71409010887146
cluster,100,5,0.05,591,5,-1.5,78,0.0,0.36865735054016113,78,0.0,0.7001233100891113
cluster,100,5,0.05,591,5,-1.0,81,0.0,0.4010944366455078,81,0.0,0.4720776081085205
cluster,100,5,0.05,591,5,-0.5,80,0.0,0.435833215713501,80,0.0,0.7301609516143799
cluster,100,5,0.05,591,5,0,84,0.0,0.32730650901794434,84,0.0,0.5983998775482178
cluster,100,5,0.05,591,5,0.5,85,0.0,0.26130104064941406,85,0.0,0.6652214527130127
cluster,100,5,0.05,591,5,1.0,91,0.0,0.10073065757751465,91,0.0,0.3171525001525879
cluster,100,5,0.05,591,5,1.5,100,0.0,0.025929927825927734,100,0.0,0.18450641632080078
cluster,100,5,0.05,591,5,2,93,0.0,0.08975911140441895,93,0.0,0.2932157516479492
cluster,100,5,0.05,591,6,-2.0,75,0.0,0.4198760986328125,75,0.0,0.9853649139404297
cluster,100,5,0.05,591,6,-1.5,76,0.0,0.8856315612792969,76,0.0,0.9806268215179443
cluster,100,5,0.05,591,6,-1.0,76,0.0,0.553523063659668,76,0.0,0.8776495456695557
cluster,100,5,0.05,591,6,-0.5,77,0.0,0.23733782768249512,77,0.0,0.9285168647766113
cluster,100,5,0.05,591,6,0,77,0.0,0.3749966621398926,77,0.0,0.7848258018493652
cluster,100,5,0.05,591,6,0.5,81,0.0,0.12268328666687012,81,0.0,0.5744867324829102
cluster,100,5,0.05,591,6,1.0,83,0.0,0.1077115535736084,83,0.0,0.4857010841369629
cluster,100,5,0.05,591,6,1.5,100,0.0,0.051888227462768555,100,0.0,0.18071746826171875
cluster,100,5,0.05,591,6,2,93,0.0,0.06584930419921875,93,0.0,0.2652931213378906
cluster,100,5,0.05,591,7,-2.0,75,0.0,0.4079113006591797,75,0.0,0.9833686351776123
cluster,100,5,0.05,591,7,-1.5,72,0.0,0.5405600070953369,72,0.0,1.092078447341919
cluster,100,5,0.05,591,7,-1.0,71,0.0,0.4268620014190674,71,0.0,1.3307263851165771
cluster,100,5,0.05,591,7,-0.5,73,0.0,0.6789500713348389,73,0.0,0.9724001884460449
cluster,100,5,0.05,591,7,0,75,0.0,0.2636549472808838,75,0.0,0.9873590469360352
cluster,100,5,0.05,591,7,0.5,80,0.0,0.12468600273132324,80,0.0,0.5575530529022217
